Holder,Shares,Date Reported,% Out,Value,ABV
"Renaissance Technologies, LLC",1532520,2021-09-29,0.0421,52458159,IMOS
"Crossmark Global Holdings, Inc.",167789,2021-09-29,0.0046,5743417,IMOS
Dimensional Fund Advisors LP,108314,2021-09-29,0.003,3707588,IMOS
O'Shaughnessy Asset Management LLC,103501,2021-09-29,0.0028000000000000004,3542839,IMOS
"Arrowstreet Capital, Limited Partnership",97695,2021-09-29,0.0027,3344099,IMOS
Acadian Asset Management. LLC,89004,2021-09-29,0.0024,3046606,IMOS
Herald Investment Management Ltd,83485,2021-09-29,0.0023,2857691,IMOS
Blackrock Inc.,73254,2021-09-29,0.002,2507484,IMOS
Schroder Investment Management Group,54136,2021-09-29,0.0015,1853075,IMOS
"Jane Street Group, LLC",40423,2021-09-29,0.0011,1383679,IMOS
