Holder,Shares,Date Reported,% Out,Value,ABV
"Arcus Capital Partners, Llc",2750944,2021-09-29,0.0852,47673859,DFH
"AXS Investments, LLC",2750944,2021-09-29,0.0852,47673859,DFH
"Cooke & Bieler, Inc",1505962,2021-09-29,0.0466,26098321,DFH
"Vanguard Group, Inc. (The)",1477654,2021-09-29,0.0458,25607743,DFH
Timucuan Asset Management Inc.,1207300,2021-09-29,0.0374,20922509,DFH
"Federated Hermes, Inc.",1100000,2021-09-29,0.0341,19063000,DFH
Wasatch Advisors Inc,996286,2021-09-29,0.0308,17265636,DFH
"Magnolia Group, LLC",600000,2021-09-29,0.018600000000000002,10398000,DFH
Fenimore Asset Management Inc,478810,2021-09-29,0.0148,8297777,DFH
"Thompson, Siegel & Walmsley LLC",407259,2021-09-29,0.0126,7057798,DFH
