Holder,Shares,Date Reported,% Out,Value,ABV
Price (T.Rowe) Associates Inc,82322522,2021-09-29,0.031400000000000004,4944290671,AZN
"Wellington Management Group, LLP",53145564,2021-09-29,0.0203,3191922573,AZN
Primecap Management Company,48266250,2021-09-29,0.0184,2898870975,AZN
Capital International Investors,34833182,2021-09-29,0.013300000000000001,2092080910,AZN
"Fisher Asset Management, LLC",19589627,2021-09-29,0.0075,1176552997,AZN
GQG Partners LLC,18480354,2021-09-29,0.006999999999999999,1109930061,AZN
"FMR, LLC",16304315,2021-09-29,0.0062,979237158,AZN
Goldman Sachs Group Inc,11523558,2021-09-29,0.0044,692104893,AZN
Bank of America Corporation,10425411,2021-09-29,0.004,626150184,AZN
"Franklin Resources, Inc.",9524576,2021-09-29,0.0036,572046034,AZN
