0,1,ABV
Net Assets,,DTW
NAV,,DTW
PE Ratio (TTM),,DTW
Yield,,DTW
YTD Daily Total Return,,DTW
Beta (5Y Monthly),,DTW
Expense Ratio (net),,DTW
Inception Date,,DTW
