Holder,Shares,Date Reported,% Out,Value,ABV
"Renaissance Technologies, LLC",379194,2021-09-29,0.048799999999999996,5786500,PBIP
"Vanguard Group, Inc. (The)",299239,2021-09-29,0.0385,4566387,PBIP
Dimensional Fund Advisors LP,211734,2021-09-29,0.0273,3231060,PBIP
"Maltese Capital Management, LLC",133900,2021-09-29,0.0172,2043314,PBIP
"M3F, Inc.",122305,2021-09-29,0.015700000000000002,1866374,PBIP
"Geode Capital Management, LLC",116571,2021-09-29,0.015,1778873,PBIP
Millennium Management LLC,62065,2021-09-29,0.008,947111,PBIP
"Bridgeway Capital Management, Inc.",40557,2021-09-29,0.0052,618899,PBIP
Seizert Capital Partners LLC,30459,2021-09-29,0.0039000000000000003,464804,PBIP
"Ergoteles, LLC",27714,2021-09-29,0.0036,422915,PBIP
