Holder,Shares,Date Reported,% Out,Value,ABV
"Vanguard Group, Inc. (The)",4184927,2021-09-29,0.0911,291061672,ATRC
Blackrock Inc.,3653261,2021-09-29,0.0795,254084302,ATRC
"Fred Alger Management, LLC",3354686,2021-09-29,0.073,233318411,ATRC
"AllianceBernstein, L.P.",2911560,2021-09-29,0.0634,202498998,ATRC
Invesco Ltd.,2274899,2021-09-29,0.0495,158219225,ATRC
Price (T.Rowe) Associates Inc,2016496,2021-09-29,0.043899999999999995,140247296,ATRC
"Champlain Investment Partners, LLC",1220520,2021-09-29,0.026600000000000002,84887166,ATRC
Credit Suisse AG,1138346,2021-09-29,0.0248,79171964,ATRC
Macquarie Group Limited,1093710,2021-09-29,0.023799999999999998,76067530,ATRC
State Street Corporation,1005381,2021-09-29,0.0219,69924248,ATRC
