Holder,Shares,Date Reported,% Out,Value,ABV
"Baker Brothers Advisors, LLC",2520730,2021-09-29,0.0576,93443461,IMCR
"Rock Springs Capital Management, LP",2445155,2021-09-29,0.0558,90641895,IMCR
"FMR, LLC",2180986,2021-09-29,0.049800000000000004,80849151,IMCR
RTW Investments LP,1245532,2021-09-29,0.028399999999999998,46171871,IMCR
"Avidity Partners Management, LP",1095600,2021-09-29,0.025,40613892,IMCR
"Wellington Management Group, LLP",1052075,2021-09-29,0.024,39000420,IMCR
"General Atlantic, L.P.",950000,2021-09-29,0.0217,35216500,IMCR
Blackrock Inc.,827604,2021-09-29,0.0189,30679280,IMCR
"Bain Capital Public Equity Management II, LLC",638205,2021-09-29,0.0146,23658259,IMCR
Bill & Melinda Gates Foundation,576923,2021-09-29,0.0132,21386535,IMCR
