Holder,Shares,Date Reported,% Out,Value,ABV
Rubric Capital Management LP,10000000,2021-09-29,0.053399999999999996,87000000,GSM
"Barrow, Hanley Mewhinney & Strauss, LLC",4010708,2021-09-29,0.021400000000000002,34893159,GSM
Hosking Partners LLP,3420798,2021-09-29,0.0183,29760942,GSM
Cooper Creek Partners Management LLC,3333701,2021-09-29,0.0178,29003198,GSM
"Renaissance Technologies, LLC",3283194,2021-09-29,0.0175,28563787,GSM
Dimensional Fund Advisors LP,2998390,2021-09-29,0.016,26085993,GSM
Bardin Hill Management Partners LP,2783038,2021-09-29,0.0149,24212430,GSM
Marshall Wace Asia Ltd,2378511,2021-09-29,0.0127,20693045,GSM
Royce & Associates LP,1885943,2021-09-29,0.0101,16407704,GSM
"Masters Capital Management, LLC",1810932,2021-09-29,0.0097,15755108,GSM
