Holder,Shares,Date Reported,% Out,Value,ABV
Blackrock Inc.,3097254,2021-09-29,0.15990000000000001,173941784,AMSF
"Neuberger Berman Group, LLC",1507084,2021-09-29,0.07780000000000001,84637837,AMSF
Victory Capital Management Inc.,1345632,2021-09-29,0.0695,75570693,AMSF
"Vanguard Group, Inc. (The)",1266207,2021-09-29,0.0654,71110185,AMSF
State Street Corporation,659893,2021-09-29,0.0341,37059590,AMSF
Dimensional Fund Advisors LP,625978,2021-09-29,0.0323,35154924,AMSF
Bank of America Corporation,565144,2021-09-29,0.0292,31738487,AMSF
Goldman Sachs Group Inc,555517,2021-09-29,0.0287,31197834,AMSF
Apg Asset Management N.v.,515400,2021-09-29,0.026600000000000002,28944864,AMSF
"GW&K Investment Management, LLC",455959,2021-09-29,0.0235,25606657,AMSF
