Holder,Shares,Date Reported,% Out,Value,ABV
SIT Investment Associates Inc,304900,2021-12-30,0.046900000000000004,4378364,VLT
"Shaker Financial Services, LLC",87962,2021-12-30,0.013500000000000002,1263134,VLT
Envestnet Asset Management,74645,2021-12-30,0.0115,1071902,VLT
Park Avenue Securities LLC,66984,2021-09-29,0.0103,977966,VLT
"Guggenheim Capital, LLC",39035,2021-12-30,0.006,560542,VLT
Fiera Capital Corporation,28718,2021-12-30,0.0044,412390,VLT
Uncommon Cents Investing LLC,22255,2021-12-30,0.0034000000000000002,319581,VLT
"Advisor Group, Inc.",20788,2021-12-30,0.0032,298515,VLT
LPL Financial LLC,14466,2021-12-30,0.0022,207731,VLT
"Integrated Capital Management, Inc.",12713,2021-12-30,0.002,182558,VLT
