Holder,Shares,Date Reported,% Out,Value,ABV
"Renaissance Technologies, LLC",699543,2021-09-29,0.08109999999999999,4568015,DAIO
AIGH Capital Management LLC,418310,2021-09-29,0.048499999999999995,2731564,DAIO
"Penbrook Management, LLC",348950,2021-09-29,0.0405,2278643,DAIO
"Vanguard Group, Inc. (The)",331391,2021-09-29,0.0384,2163983,DAIO
Dimensional Fund Advisors LP,303126,2021-09-29,0.0352,1979412,DAIO
"Kovack Advisors, Inc.",250302,2021-09-29,0.028999999999999998,1634472,DAIO
Kanen Wealth Management LLC,228971,2021-09-29,0.026600000000000002,1495180,DAIO
Acadian Asset Management. LLC,219297,2021-09-29,0.0254,1432009,DAIO
"United Capital Financial Advisers, LLC",189832,2021-09-29,0.022000000000000002,1239602,DAIO
"Worth Venture Partners, LLC",99266,2021-09-29,0.0115,648206,DAIO
