Holder,Shares,Date Reported,% Out,Value,ABV
"Franklin Resources, Inc.",8064510,2021-09-29,0.1272,131774093,DENN
Wells Fargo & Company,6544487,2021-09-29,0.1032,106936917,DENN
"Wellington Management Group, LLP",4870874,2021-09-29,0.0768,79590081,DENN
Blackrock Inc.,4192087,2021-09-29,0.0661,68498701,DENN
"Vanguard Group, Inc. (The)",3233239,2021-09-29,0.051,52831125,DENN
Price (T.Rowe) Associates Inc,3140526,2021-09-29,0.0495,51316194,DENN
"Fisher Asset Management, LLC",2191557,2021-09-29,0.0346,35810041,DENN
Invesco Ltd.,1994705,2021-09-29,0.0315,32593479,DENN
Brown Advisory Inc.,1933678,2021-09-29,0.0305,31596298,DENN
Macquarie Group Limited,1738149,2021-09-29,0.0274,28401354,DENN
