Holder,Shares,Date Reported,% Out,Value,ABV
Blackrock Inc.,3713331,2021-09-29,0.07690000000000001,77088751,SWBI
"Renaissance Technologies, LLC",3521364,2021-09-29,0.0729,73103516,SWBI
"Vanguard Group, Inc. (The)",3472840,2021-09-29,0.0719,72096158,SWBI
Dimensional Fund Advisors LP,2084637,2021-09-29,0.0432,43277064,SWBI
State Street Corporation,916541,2021-09-29,0.019,19027391,SWBI
"Geode Capital Management, LLC",915649,2021-09-29,0.019,19008873,SWBI
"Prudential Financial, Inc.",683997,2021-09-29,0.014199999999999999,14199777,SWBI
"Arrowstreet Capital, Limited Partnership",669137,2021-09-29,0.0139,13891284,SWBI
Millennium Management LLC,660796,2021-09-29,0.0137,13718124,SWBI
"Susquehanna International Group, LLP",598345,2021-09-29,0.0124,12421642,SWBI
