Holder,Shares,Date Reported,% Out,Value,ABV
"Almanack Investment Partners, LLC.",806050,2021-09-29,0.012,1676584,LIXT
Santa Monica Partners LP,166667,2021-09-29,0.0025,346667,LIXT
"Vanguard Group, Inc. (The)",77955,2021-09-29,0.0012,162146,LIXT
Morgan Stanley,71054,2021-09-29,0.0011,147792,LIXT
"Geode Capital Management, LLC",37516,2021-09-29,0.0006,78033,LIXT
State Street Corporation,33600,2021-09-29,0.0005,69888,LIXT
Blackrock Inc.,13425,2021-09-29,0.0002,27924,LIXT
UBS Group AG,4039,2021-09-29,0.0001,8401,LIXT
