Holder,Shares,Date Reported,% Out,Value,ABV
"AWM Investment Company, Inc.",2000000,2021-09-29,0.0969,26060000,INFU
"Vanguard Group, Inc. (The)",944755,2021-09-29,0.0458,12310157,INFU
Blackrock Inc.,907812,2021-09-29,0.044000000000000004,11828790,INFU
Next Century Growth Investors LLC,860892,2021-09-29,0.0417,11217422,INFU
Minerva Advisors LLC,846351,2021-09-29,0.040999999999999995,11027953,INFU
"Punch & Associates Investment Management, Inc.",649480,2021-09-29,0.0315,8462724,INFU
"Renaissance Technologies, LLC",471409,2021-09-29,0.022799999999999997,6142459,INFU
"Ranger Investment Management, LP",388682,2021-09-29,0.018799999999999997,5064526,INFU
"Russell Investments Group, Ltd.",327802,2021-09-29,0.0159,4271260,INFU
Acuitas Investments LLC,322297,2021-09-29,0.015600000000000001,4199529,INFU
