Holder,Shares,Date Reported,% Out,Value,ABV
"Vanguard Group, Inc. (The)",7152851,2021-09-29,0.0953,88909937,KRNY
Dimensional Fund Advisors LP,5999715,2021-09-29,0.0799,74576457,KRNY
Blackrock Inc.,5229232,2021-09-29,0.0697,64999353,KRNY
"Renaissance Technologies, LLC",4686185,2021-09-29,0.062400000000000004,58249279,KRNY
Price (T.Rowe) Associates Inc,3829186,2021-09-29,0.051,47596781,KRNY
St. Denis J. Villere & Company,3813069,2021-09-29,0.0508,47396447,KRNY
State Street Corporation,1577420,2021-09-29,0.021,19607330,KRNY
"Arrowstreet Capital, Limited Partnership",1336900,2021-09-29,0.0178,16617667,KRNY
"Geode Capital Management, LLC",1278741,2021-09-29,0.017,15894750,KRNY
"Driehaus Capital Management, LLC",1233126,2021-09-29,0.016399999999999998,15327756,KRNY
