Holder,Shares,Date Reported,% Out,Value,ABV
Capital World Investors,19318159,2021-09-29,0.0542,913362557,CG
"Vanguard Group, Inc. (The)",18319454,2021-09-29,0.051399999999999994,866143785,CG
"Vulcan Value Partners, LLC",17162398,2021-09-29,0.0481,811438177,CG
Morgan Stanley,17047259,2021-09-29,0.0478,805994405,CG
Blackrock Inc.,7994579,2021-09-29,0.022400000000000003,377983695,CG
Alkeon Capital Management LLC,7682985,2021-09-29,0.0215,363251530,CG
"Samlyn Capital, LLC",4846857,2021-09-29,0.013600000000000001,229159398,CG
Millennium Management LLC,3782468,2021-09-29,0.0106,178835087,CG
State Street Corporation,3563728,2021-09-29,0.01,168493059,CG
Legal & General Group PLC,2753608,2021-09-29,0.0077,130190586,CG
