Holder,Shares,Date Reported,% Out,Value,ABV
Arctis Global LLC,2322782,2021-09-29,0.0528,26688765,REKR
Blackrock Inc.,2184700,2021-09-29,0.049699999999999994,25102203,REKR
"Vanguard Group, Inc. (The)",1723548,2021-09-29,0.0392,19803566,REKR
"D. Scott Neal, Inc.",1610920,2021-12-30,0.0366,10551526,REKR
Goldman Sachs Group Inc,1582027,2021-09-29,0.036000000000000004,18177490,REKR
"Group One Trading, L.P.",1288775,2021-09-29,0.029300000000000003,14808024,REKR
State Street Corporation,964262,2021-09-29,0.0219,11079370,REKR
Shay Capital LLC,915821,2021-09-29,0.0208,10522783,REKR
"Mirae Asset Global Investments Co., Ltd.",704663,2021-09-29,0.016,8096577,REKR
"Geode Capital Management, LLC",563209,2021-09-29,0.0128,6471271,REKR
