Holder,Shares,Date Reported,% Out,Value,ABV
"Vanguard Group, Inc. (The)",1776753,2021-09-29,0.029500000000000002,1076712,SONN
"Geode Capital Management, LLC",496757,2021-09-29,0.008199999999999999,301034,SONN
Blackrock Inc.,183477,2021-09-29,0.003,111187,SONN
"Renaissance Technologies, LLC",115500,2021-09-29,0.0019,69993,SONN
State Street Corporation,62688,2021-09-29,0.001,37988,SONN
Price (T.Rowe) Associates Inc,45100,2021-09-29,0.0007000000000000001,27330,SONN
"Two Sigma Securities, LLC",35753,2021-09-29,0.0006,21666,SONN
"Advisory Services Network, LLC",32667,2021-09-29,0.0005,19796,SONN
"Beacon Pointe Advisors, LLC",17350,2021-09-29,0.0003,10514,SONN
UBS Group AG,10810,2021-09-29,0.0002,6550,SONN
