Holder,Shares,Date Reported,% Out,Value,ABV
Citadel Advisors LLC,1524199,2021-09-29,0.0635,15165780,ATVCU
Magnetar Financial LLC,1205543,2021-09-29,0.050199999999999995,11995152,ATVCU
Glazer Capital LLC,954333,2021-09-29,0.0398,9495613,ATVCU
HGC Investment Management Inc.,885000,2021-09-29,0.0369,8805750,ATVCU
"Aristeia Capital, LLC",750000,2021-09-29,0.0313,7462500,ATVCU
Kepos Capital Lp,444005,2021-09-29,0.018500000000000003,4417849,ATVCU
Periscope Capital Inc.,321100,2021-09-29,0.0134,3194945,ATVCU
"Westchester Capital Management, LLC",300000,2021-09-29,0.0125,2985000,ATVCU
Castle Hook Partners LP,300000,2021-09-29,0.0125,2985000,ATVCU
Millennium Management LLC,292167,2021-09-29,0.012199999999999999,2907061,ATVCU
