Holder,Shares,Date Reported,% Out,Value,ABV
Morgan Stanley,2384379,2021-09-29,0.0513,4816445,AIM
"Vanguard Group, Inc. (The)",2002856,2021-09-29,0.0431,4045769,AIM
Blackrock Inc.,828158,2021-09-29,0.0178,1672879,AIM
"Geode Capital Management, LLC",372953,2021-09-29,0.008,753365,AIM
Dimensional Fund Advisors LP,370643,2021-09-29,0.008,748698,AIM
"Bridgeway Capital Management, Inc.",236000,2021-09-29,0.0051,476720,AIM
State Street Corporation,160413,2021-09-29,0.0034000000000000002,324034,AIM
"Verition Fund Management, LLC",148479,2021-09-29,0.0032,299927,AIM
Price (T.Rowe) Associates Inc,116800,2021-09-29,0.0025,235936,AIM
Northern Trust Corporation,88416,2021-09-29,0.0019,178600,AIM
