Holder,Shares,Date Reported,% Out,Value,ABV
"FMR, LLC",15081694,2021-09-29,0.1117,279312972,ARRY
"Vanguard Group, Inc. (The)",11001809,2021-09-29,0.0815,203753502,ARRY
Blackrock Inc.,10462987,2021-09-29,0.0775,193774519,ARRY
Blackstone Inc,8225000,2021-09-29,0.060899999999999996,152327000,ARRY
Invesco Ltd.,7635773,2021-09-29,0.0565,141414515,ARRY
Bank Of New York Mellon Corporation,6618458,2021-09-29,0.049,122573842,ARRY
Pictet Asset Management SA,6527560,2021-09-29,0.0483,120890411,ARRY
"Franklin Resources, Inc.",4666886,2021-09-29,0.0346,86430728,ARRY
Granahan Investment Management Inc.,4179692,2021-09-29,0.031,77407895,ARRY
Frontier Capital Management Company LLC,3250952,2021-09-29,0.0241,60207631,ARRY
