Holder,Shares,Date Reported,% Out,Value,ABV
Dodge & Cox Inc,29265900,2021-09-29,0.012,2393365302,NVS
Primecap Management Company,19061650,2021-09-29,0.0078000000000000005,1558861737,NVS
"Loomis Sayles & Company, LP",18939445,2021-09-29,0.0078000000000000005,1548867812,NVS
"Fisher Asset Management, LLC",10305029,2021-09-29,0.0042,842745271,NVS
Bank of America Corporation,9212470,2021-09-29,0.0038,753395796,NVS
"Aristotle Capital Management, LLC",8127686,2021-09-29,0.0033,664682161,NVS
"Franklin Resources, Inc.",6778863,2021-09-29,0.0028000000000000004,554375416,NVS
Wells Fargo & Company,5315329,2021-09-29,0.0022,434687605,NVS
UBS Group AG,4510079,2021-09-29,0.0019,368834260,NVS
Boston Partners,4384549,2021-09-29,0.0018,358568417,NVS
