Holder,Shares,Date Reported,% Out,Value,ABV
Blackrock Inc.,8268216,2021-09-29,0.1091,311381014,MLKN
"Vanguard Group, Inc. (The)",7411394,2021-09-29,0.0978,279113098,MLKN
"AllianceBernstein, L.P.",5231891,2021-09-29,0.069,197033015,MLKN
"Beutel, Goodman & Company Ltd",4350186,2021-09-29,0.0574,163828004,MLKN
State Street Corporation,2296528,2021-09-29,0.030299999999999997,86487244,MLKN
Dimensional Fund Advisors LP,2075805,2021-09-29,0.0274,78174816,MLKN
Fuller & Thaler Asset Management Inc.,1985350,2021-09-29,0.0262,74768281,MLKN
Lsv Asset Management,1857653,2021-09-29,0.0245,69959211,MLKN
"Silvercrest Asset Management Group, LLC",1627077,2021-09-29,0.0215,61275719,MLKN
"Scharf Investments, Llc",1613908,2021-09-29,0.0213,60779775,MLKN
