Holder,Shares,Date Reported,% Out,Value,ABV
Thornburg Investment Management Inc.,4649456,2021-09-29,0.11,88944093,SLRC
JP Morgan Chase & Company,1970722,2021-09-29,0.0466,37699911,SLRC
"Aristotle Capital Boston, LLC",1803813,2021-09-29,0.042699999999999995,34506942,SLRC
Ares Management Llc,1473558,2021-09-29,0.0349,28189164,SLRC
"Wellington Management Group, LLP",1266366,2021-09-29,0.03,24225581,SLRC
Partners Group Holding AG,557068,2021-09-29,0.0132,10656710,SLRC
Van Eck Associates Corporation,528727,2021-09-29,0.0125,10114547,SLRC
"Punch & Associates Investment Management, Inc.",412802,2021-09-29,0.0098,7896902,SLRC
Morgan Stanley,405920,2021-09-29,0.0096,7765249,SLRC
"Cliffwater, LLC",344276,2021-09-29,0.008100000000000001,6585999,SLRC
