Holder,Shares,Date Reported,% Out,Value,ABV
Blackrock Inc.,7135487,2021-09-29,0.045899999999999996,50091118,UUUU
"Mirae Asset Global Investments Co., Ltd.",5219915,2021-09-29,0.0335,36643803,UUUU
"Vanguard Group, Inc. (The)",5179993,2021-09-29,0.0333,36363550,UUUU
Exchange Traded Concepts LLC,3711395,2021-09-29,0.023799999999999998,26053992,UUUU
"Old West Investment Management, LLC",2537213,2021-09-29,0.0163,17811235,UUUU
"Driehaus Capital Management, LLC",2256238,2021-09-29,0.014499999999999999,15838790,UUUU
State Street Corporation,2180401,2021-09-29,0.013999999999999999,15306415,UUUU
"Susquehanna International Group, LLP",1788201,2021-09-29,0.0115,12553171,UUUU
"Geode Capital Management, LLC",1253017,2021-09-29,0.008100000000000001,8796179,UUUU
Northern Trust Corporation,1101904,2021-09-29,0.0070999999999999995,7735366,UUUU
