Holder,Shares,Date Reported,% Out,Value,ABV
UBS Group AG,757576,2021-12-30,0.024,3856061,CXE
Horizon Kinetics Asset Management LLC,486700,2021-12-30,0.0154,2477303,CXE
Cambridge Investment Research Advisors Inc.,319873,2021-12-30,0.0101,1628153,CXE
"Robinson Capital Management, LLC",249921,2021-12-30,0.0079,1272097,CXE
Wells Fargo & Company,200948,2021-12-30,0.0064,1022825,CXE
Van Eck Associates Corporation,183753,2021-12-30,0.0058,935302,CXE
Invesco Ltd.,140058,2021-12-30,0.0044,712895,CXE
"Advisor Group, Inc.",134160,2021-12-30,0.0043,682874,CXE
Morgan Stanley,129023,2021-12-30,0.0040999999999999995,656727,CXE
Bank of America Corporation,103037,2021-12-30,0.0033,524458,CXE
