Holder,Shares,Date Reported,% Out,Value,ABV
"Vanguard Group, Inc. (The)",7397530,2021-09-29,0.018799999999999997,102529765,CGC
"ETF Managers Group, LLC",5465762,2021-09-29,0.0139,75755461,CGC
"Susquehanna International Group, LLP",3200506,2021-09-29,0.008100000000000001,44359013,CGC
Morgan Stanley,2813222,2021-09-29,0.0070999999999999995,38991256,CGC
Royal Bank of Canada,2763679,2021-09-29,0.006999999999999999,38304590,CGC
Bank Of Nova Scotia /,1939417,2021-09-29,0.0049,26880319,CGC
"Two Sigma Investments, LP",1922092,2021-09-29,0.0049,26640195,CGC
"Renaissance Technologies, LLC",1902900,2021-09-29,0.0048,26374194,CGC
Bank of Montreal/Can/,1573049,2021-09-29,0.004,21802459,CGC
"Cibc World Markets, Inc.",1524585,2021-09-29,0.0039000000000000003,21130748,CGC
