Holder,Shares,Date Reported,% Out,Value,ABV
Davidson Kempner Capital Management LP,15142519,2021-12-30,0.0922,120837301,PLYA
Rubric Capital Management LP,11526728,2021-12-30,0.0702,91983289,PLYA
"HG Vora Capital Management, LLC",10000000,2021-12-30,0.060899999999999996,79800000,PLYA
"Wellington Management Group, LLP",9964247,2021-12-30,0.060700000000000004,79514691,PLYA
Morgan Stanley,9642628,2021-12-30,0.0587,76948171,PLYA
Invesco Ltd.,8637673,2021-12-30,0.0526,68928630,PLYA
Westfield Capital Management Co LP,4544594,2021-12-30,0.0277,36265860,PLYA
Deutsche Bank Aktiengesellschaft,4236215,2021-12-30,0.0258,33804995,PLYA
Adelante Capital Management LLC,3916163,2021-12-30,0.023799999999999998,31250980,PLYA
Hood River Capital Management LLC,3512776,2021-12-30,0.021400000000000002,28031952,PLYA
