Holder,Shares,Date Reported,% Out,Value,ABV
Bank of America Corporation,316187,2021-12-30,0.037599999999999995,3389524,GLV
"Shaker Financial Services, LLC",132366,2021-12-30,0.015700000000000002,1418963,GLV
"Guggenheim Capital, LLC",112801,2021-12-30,0.0134,1209226,GLV
"Baird Financial Group, Inc.",82987,2021-12-30,0.009899999999999999,889620,GLV
Morgan Stanley,67402,2021-12-30,0.008,722549,GLV
"RMB Capital Management, LLC",44115,2021-12-30,0.0052,472912,GLV
Cambridge Investment Research Advisors Inc.,41874,2021-12-30,0.005,448889,GLV
"HighTower Advisors, LLC",39933,2021-12-30,0.004699999999999999,428081,GLV
"Claybrook Capital, LLC",29870,2021-12-30,0.0036,320206,GLV
Royal Bank of Canada,29105,2021-12-30,0.0034999999999999996,312005,GLV
