Holder,Shares,Date Reported,% Out,Value,ABV
"Vanguard Group, Inc. (The)",22820534,2021-09-29,0.10529999999999999,462115813,UMPQ
Blackrock Inc.,19327518,2021-09-29,0.0892,391382239,UMPQ
Macquarie Group Limited,13287980,2021-09-29,0.0613,269081595,UMPQ
State Street Corporation,10459111,2021-09-29,0.0483,211796997,UMPQ
Atlanta Capital Management Company LLC,10344175,2021-09-29,0.0478,209469543,UMPQ
Massachusetts Financial Services Co.,9584494,2021-09-29,0.044199999999999996,194086003,UMPQ
Dimensional Fund Advisors LP,7905549,2021-09-29,0.0365,160087367,UMPQ
"AllianceBernstein, L.P.",6130923,2021-09-29,0.028300000000000002,124151190,UMPQ
"Cooke & Bieler, Inc",4366155,2021-09-29,0.0202,88414638,UMPQ
Northern Trust Corporation,3651631,2021-09-29,0.0169,73945527,UMPQ
