Holder,Shares,Date Reported,% Out,Value,ABV
Parametric Portfolio Associates,7431267,2021-09-29,0.0637,62125392,IGR
UBS Group AG,3632844,2021-09-29,0.031200000000000002,30370575,IGR
Morgan Stanley,3554714,2021-09-29,0.0305,29717409,IGR
Bank of America Corporation,2994846,2021-09-29,0.025699999999999997,25036912,IGR
Wells Fargo & Company,2493604,2021-09-29,0.021400000000000002,20846529,IGR
"Advisors Asset Management, Inc.",1291964,2021-09-29,0.0111,10800819,IGR
"1607 Capital Partners, LLC",874004,2021-09-29,0.0075,7306673,IGR
City of London Investment Management Co. Limited,566946,2021-09-29,0.0049,4739668,IGR
"Ameriprise Financial, Inc.",548059,2021-09-29,0.004699999999999999,4581773,IGR
"Flagship Harbor Advisors, LLC",521353,2021-09-29,0.0045000000000000005,4358511,IGR
