Holder,Shares,Date Reported,% Out,Value,ABV
"Goldman Sachs Group, Inc.",1626337,2021-09-29,0.0634,15824259,BITE
Linden Advisors LP,1100000,2021-09-29,0.0429,10703000,BITE
Nomura Holdings Inc.,963977,2021-09-29,0.037599999999999995,9379496,BITE
Periscope Capital Inc.,853555,2021-09-29,0.0333,8305090,BITE
JP Morgan Chase & Company,749445,2021-09-29,0.0292,7292099,BITE
"Shaw D.E. & Co., Inc.",679550,2021-09-29,0.0265,6612021,BITE
"Saba Capital Management, L.P.",651611,2021-09-29,0.0254,6340175,BITE
"Basso Capital Management, L.P.",622882,2021-09-29,0.024300000000000002,6060641,BITE
Alberta Investment Managament Corp,471859,2021-09-29,0.0184,4591188,BITE
"Castle Creek Arbitrage, LLC",460252,2021-09-29,0.018000000000000002,4478251,BITE
