Holder,Shares,Date Reported,% Out,Value,ABV
Dimensional Fund Advisors LP,6456659,2021-09-29,0.0728,147340958,GTN
Blackrock Inc.,5814949,2021-09-29,0.06559999999999999,132697136,GTN
"Vanguard Group, Inc. (The)",4625835,2021-09-29,0.052199999999999996,105561554,GTN
Retirement Systems of Alabama,4126750,2021-09-29,0.04650000000000001,94172435,GTN
UBS Group AG,3738242,2021-09-29,0.042199999999999994,85306682,GTN
Lsv Asset Management,3632011,2021-09-29,0.040999999999999995,82882491,GTN
"ClearBridge Investments, LLC",3440996,2021-09-29,0.0388,78523528,GTN
Fuller & Thaler Asset Management Inc.,3037493,2021-09-29,0.034300000000000004,69315590,GTN
"Channing Capital Management, LLC",2881511,2021-09-29,0.0325,65756081,GTN
State Street Corporation,1929370,2021-09-29,0.0218,44028223,GTN
