Holder,Shares,Date Reported,% Out,Value,ABV
AIGH Capital Management LLC,780000,2021-09-29,0.0673,5662800,FKWL
"Kennedy Capital Management, Inc.",410624,2021-09-29,0.0354,2981130,FKWL
"Vanguard Group, Inc. (The)",405737,2021-09-29,0.035,2945650,FKWL
"Worth Venture Partners, LLC",197652,2021-09-29,0.0171,1434953,FKWL
Bank of Montreal/Can/,143095,2021-09-29,0.0123,1038869,FKWL
"Renaissance Technologies, LLC",116200,2021-09-29,0.01,843612,FKWL
"Bridgeway Capital Management, Inc.",69700,2021-09-29,0.006,506022,FKWL
Royal Bank of Canada,47888,2021-09-29,0.0040999999999999995,347666,FKWL
"Geode Capital Management, LLC",35821,2021-09-29,0.0031,260060,FKWL
Morgan Stanley,31006,2021-09-29,0.0027,225103,FKWL
