Holder,Shares,Date Reported,% Out,Value,ABV
Bank of America Corporation,2136249,2021-09-29,0.0527,21319765,JRO
"Saba Capital Management, L.P.",1660546,2021-09-29,0.040999999999999995,16572249,JRO
Morgan Stanley,1401521,2021-09-29,0.0346,13987179,JRO
"Rivernorth Capital Management, Llc",1184348,2021-09-29,0.0292,11819793,JRO
SIT Investment Associates Inc,729865,2021-09-29,0.018000000000000002,7284052,JRO
"Guggenheim Capital, LLC",645851,2021-09-29,0.0159,6445592,JRO
"Capital Investment Advisors, LLC",561273,2021-09-29,0.0138,5601504,JRO
"Advisors Asset Management, Inc.",469000,2021-09-29,0.0116,4680620,JRO
"1607 Capital Partners, LLC",371800,2021-09-29,0.0092,3710564,JRO
"Goldman Sachs Group, Inc.",348796,2021-09-29,0.0086,3480984,JRO
