Holder,Shares,Date Reported,% Out,Value,ABV
Dimensional Fund Advisors LP,2012889,2021-09-29,0.08869999999999999,17169943,WNEB
"Renaissance Technologies, LLC",1646344,2021-09-29,0.0725,14043314,WNEB
"Vanguard Group, Inc. (The)",967283,2021-09-29,0.0426,8250923,WNEB
"Ameriprise Financial, Inc.",961287,2021-09-29,0.0424,8199778,WNEB
Blackrock Inc.,887750,2021-09-29,0.0391,7572507,WNEB
Royce & Associates LP,661054,2021-09-29,0.0291,5638790,WNEB
"Brandywine Global Investment Management, LLC",322897,2021-09-29,0.014199999999999999,2754311,WNEB
Acadian Asset Management. LLC,298113,2021-09-29,0.0131,2542903,WNEB
Millennium Management LLC,281269,2021-09-29,0.0124,2399224,WNEB
"Bridgeway Capital Management, Inc.",251909,2021-09-29,0.0111,2148783,WNEB
