Holder,Shares,Date Reported,% Out,Value,ABV
JP Morgan Chase & Company,7959296,2021-09-29,0.0962,451849233,EYE
"Vanguard Group, Inc. (The)",7566880,2021-09-29,0.0915,429571777,EYE
Blackrock Inc.,6750521,2021-09-29,0.0816,383227077,EYE
Adage Capital Partners GP L.L.C.,4846422,2021-09-29,0.058600000000000006,275131376,EYE
"AllianceBernstein, L.P.",4356182,2021-09-29,0.0527,247300452,EYE
"ClearBridge Investments, LLC",4020942,2021-09-29,0.048600000000000004,228268877,EYE
"William Blair Investment Management, LLC",3833190,2021-09-29,0.0464,217610196,EYE
Westfield Capital Management Co LP,2964929,2021-09-29,0.0359,168319019,EYE
Wasatch Advisors Inc,2924268,2021-09-29,0.0354,166010694,EYE
"FMR, LLC",2740141,2021-09-29,0.0331,155557804,EYE
