Holder,Shares,Date Reported,% Out,Value,ABV
Blackrock Inc.,3516343,2021-12-30,0.13970000000000002,418726124,TBK
"Vanguard Group, Inc. (The)",2059379,2021-12-30,0.0818,245230851,TBK
"Luxor Capital Group, LP",1968108,2021-12-30,0.0782,234362300,TBK
"Wellington Management Group, LLP",1396225,2021-12-30,0.0555,166262473,TBK
State Street Corporation,1137415,2021-12-30,0.0452,135443378,TBK
"Ameriprise Financial, Inc.",1113594,2021-12-30,0.044199999999999996,132606773,TBK
Dimensional Fund Advisors LP,873928,2021-12-30,0.0347,104067346,TBK
"Driehaus Capital Management, LLC",696565,2021-12-30,0.0277,82946960,TBK
Thrivent Financial For Lutherans,623430,2021-12-30,0.0248,74238044,TBK
"American Century Companies, Inc.",437320,2021-12-30,0.0174,52076065,TBK
