Holder,Shares,Date Reported,% Out,Value,ABV
Blackrock Inc.,3796378,2021-09-29,0.1563,66246796,MCS
"Vanguard Group, Inc. (The)",1509758,2021-09-29,0.0622,26345277,MCS
"Searchlight Capital Partners, L.p.",1380331,2021-09-29,0.056799999999999996,24086775,MCS
Dimensional Fund Advisors LP,1248083,2021-09-29,0.051399999999999994,21779048,MCS
"Corre Partners Management, LLC",1030020,2021-09-29,0.0424,17973849,MCS
"FMR, LLC",992974,2021-09-29,0.0409,17327396,MCS
Gamco Investors Inc,911665,2021-09-29,0.0375,15908554,MCS
Victory Capital Management Inc.,904988,2021-09-29,0.0373,15792040,MCS
Lord Abbett & Co,892314,2021-09-29,0.036699999999999997,15570879,MCS
State Street Corporation,746837,2021-09-29,0.030699999999999998,13032305,MCS
