Holder,Shares,Date Reported,% Out,Value,ABV
"Vanguard Group, Inc. (The)",21223914,2021-09-29,0.1732,158542637,GEO
Blackrock Inc.,18105676,2021-09-29,0.1478,135249399,GEO
State Street Corporation,4549223,2021-09-29,0.0371,33982695,GEO
"FMR, LLC",3583969,2021-09-29,0.0292,26772248,GEO
"Charles Schwab Investment Management, Inc.",3215751,2021-09-29,0.0262,24021659,GEO
"Geode Capital Management, LLC",2832562,2021-09-29,0.0231,21159238,GEO
"Mason Capital Management, LLC",2555748,2021-09-29,0.0209,19091437,GEO
"Two Sigma Investments, LP",2474040,2021-09-29,0.0202,18481078,GEO
"Jacobs Levy Equity Management, Inc.",2296292,2021-09-29,0.0187,17153301,GEO
"Two Sigma Advisers, LP",2219249,2021-09-29,0.0181,16577790,GEO
