Holder,Shares,Date Reported,% Out,Value,ABV
"RWWM, Inc.",251935,2021-09-29,0.1825,80712415,DJCO
Blackrock Inc.,76417,2021-09-29,0.0553,24481714,DJCO
"HighTower Advisors, LLC",41338,2021-09-29,0.029900000000000003,13243455,DJCO
"Vanguard Group, Inc. (The)",39636,2021-09-29,0.0287,12698185,DJCO
State Street Corporation,19099,2021-09-29,0.0138,6118746,DJCO
"Geode Capital Management, LLC",18042,2021-09-29,0.0131,5780115,DJCO
"Aquamarine Capital Management, LLC",11500,2021-09-29,0.0083,3684255,DJCO
Northern Trust Corporation,10909,2021-09-29,0.0079,3494916,DJCO
"Russell Investments Group, Ltd.",10297,2021-09-29,0.0075,3298849,DJCO
Dimensional Fund Advisors LP,10275,2021-09-29,0.0074,3291801,DJCO
