Holder,Shares,Date Reported,% Out,Value,ABV
Van Eck Associates Corporation,22906334,2021-09-29,0.1081,333287159,SSRM
Blackrock Inc.,9734613,2021-09-29,0.045899999999999996,141638619,SSRM
"Vanguard Group, Inc. (The)",6777565,2021-09-29,0.032,98613570,SSRM
Mackenzie Financial Corporation,3925242,2021-09-29,0.018500000000000003,57112271,SSRM
"Mirae Asset Global Investments Co., Ltd.",3890681,2021-09-29,0.0184,56609408,SSRM
"Franklin Resources, Inc.",3602277,2021-09-29,0.017,52413130,SSRM
Ninety One UK Ltd,3506390,2021-09-29,0.0165,51017974,SSRM
Royal Bank of Canada,3128489,2021-09-29,0.0148,45519514,SSRM
"ETF Managers Group, LLC",2699451,2021-09-29,0.0127,39277012,SSRM
Sprott Inc.,2686103,2021-09-29,0.0127,39082798,SSRM
