Holder,Shares,Date Reported,% Out,Value,ABV
"FMR, LLC",791108,2021-09-29,0.1411,23606662,NC
Dimensional Fund Advisors LP,438493,2021-09-29,0.0782,13084631,NC
"Renaissance Technologies, LLC",257817,2021-09-29,0.046,7693259,NC
"Magnolia Group, LLC",224907,2021-09-29,0.0401,6711224,NC
"Vanguard Group, Inc. (The)",213410,2021-09-29,0.0381,6368154,NC
Blackrock Inc.,83053,2021-09-29,0.0148,2478301,NC
Lsv Asset Management,79319,2021-09-29,0.0141,2366878,NC
"Bridgeway Capital Management, Inc.",58065,2021-09-29,0.0104,1732659,NC
Bank Of New York Mellon Corporation,35664,2021-09-29,0.0064,1064213,NC
"Geode Capital Management, LLC",35496,2021-09-29,0.0063,1059200,NC
