Holder,Shares,Date Reported,% Out,Value,ABV
Hudson Bay Capital Management Lp,990000,2021-09-29,0.0949,9810900,OTEC
"Saba Capital Management, L.P.",918331,2021-09-29,0.08810000000000001,9100660,OTEC
LMR Partners LLP,495000,2021-09-29,0.0475,4905450,OTEC
Marshall Wace LLP,479783,2021-09-29,0.046,4754649,OTEC
Beryl Capital Management LLC,465895,2021-09-29,0.0447,4617019,OTEC
"Shaw D.E. & Co., Inc.",436820,2021-09-29,0.04190000000000001,4328886,OTEC
"Boothbay Fund Management, LLC",400000,2021-09-29,0.0384,3964000,OTEC
"CVI Holdings, LLC",400000,2021-09-29,0.0384,3964000,OTEC
ATW Spac Management LLC,400000,2021-09-29,0.0384,3964000,OTEC
Berkley W R Corp,305850,2021-09-29,0.029300000000000003,3030973,OTEC
