Holder,Shares,Date Reported,% Out,Value,ABV
Wells Fargo & Company,1337663,2021-09-29,0.0572,12774681,HYB
SIT Investment Associates Inc,663892,2021-09-29,0.028399999999999998,6340168,HYB
LPL Financial LLC,605071,2021-09-29,0.0259,5778428,HYB
Cohen & Steers Inc.,513285,2021-09-29,0.022000000000000002,4901871,HYB
Invesco Ltd.,439160,2021-09-29,0.018799999999999997,4193978,HYB
"Guggenheim Capital, LLC",285677,2021-09-29,0.012199999999999999,2728215,HYB
"Hennion & Walsh Asset Management, Inc.",195485,2021-09-29,0.0084,1866881,HYB
Thrivent Financial For Lutherans,177475,2021-09-29,0.0076,1694886,HYB
"Capital Investment Advisors, LLC",134095,2021-09-29,0.005699999999999999,1280607,HYB
"Advisors Asset Management, Inc.",123659,2021-09-29,0.0053,1180943,HYB
