Holder,Shares,Date Reported,% Out,Value,ABV
Invesco Ltd.,3971828,2021-09-29,0.1366,24387023,SUNW
"Vanguard Group, Inc. (The)",1211714,2021-09-29,0.0417,7439923,SUNW
Morgan Stanley,500147,2021-09-29,0.0172,3070902,SUNW
Blackrock Inc.,494545,2021-09-29,0.017,3036506,SUNW
"Susquehanna International Group, LLP",446980,2021-09-29,0.0154,2744457,SUNW
"Geode Capital Management, LLC",236762,2021-09-29,0.008100000000000001,1453718,SUNW
Creative Planning,213119,2021-09-29,0.0073,1308550,SUNW
First Trust Advisors Lp,209184,2021-09-29,0.0072,1284389,SUNW
HRT Financial LLC,140933,2021-09-29,0.0048,865328,SUNW
"Renaissance Technologies, LLC",138973,2021-09-29,0.0048,853294,SUNW
