Holder,Shares,Date Reported,% Out,Value,ABV
"Vanguard Group, Inc. (The)",5134759,2021-09-29,0.105,60949589,CTT
Blackrock Inc.,3989197,2021-09-29,0.0816,47351768,CTT
"Ranger Global Real Estate Advisors, LLC",3327365,2021-09-29,0.0681,39495822,CTT
Pictet Asset Management SA,2805362,2021-09-29,0.0574,33299646,CTT
"Renaissance Technologies, LLC",2707467,2021-09-29,0.0554,32137633,CTT
"William Blair Investment Management, LLC",2617656,2021-09-29,0.0535,31071576,CTT
Legal & General Group PLC,1494711,2021-09-29,0.030600000000000002,17742219,CTT
Impax Asset Management Group Plc,1196169,2021-09-29,0.0245,14198526,CTT
Bank of America Corporation,1167883,2021-09-29,0.0239,13862771,CTT
Invesco Ltd.,1110736,2021-09-29,0.0227,13184436,CTT
