Holder,Shares,Date Reported,% Out,Value,ABV
"Vanguard Group, Inc. (The)",45714619,2021-09-29,0.11800000000000001,2556361494,IP
Price (T.Rowe) Associates Inc,44883925,2021-09-29,0.1159,2509909086,IP
Blackrock Inc.,33546735,2021-09-29,0.0866,1875933421,IP
State Street Corporation,23996741,2021-09-29,0.062,1341897756,IP
Invesco Ltd.,11437856,2021-09-29,0.029500000000000002,639604907,IP
Bank of America Corporation,10826041,2021-09-29,0.027999999999999997,605392212,IP
"Goldman Sachs Group, Inc.",8957262,2021-09-29,0.0231,500890091,IP
"Geode Capital Management, LLC",7597548,2021-09-29,0.0196,424854884,IP
Royal Bank of Canada,6795171,2021-09-29,0.0175,379985962,IP
"Charles Schwab Investment Management, Inc.",5820740,2021-09-29,0.015,325495780,IP
