Holder,Shares,Date Reported,% Out,Value,ABV
Magnetar Financial LLC,1256692,2021-09-29,0.0359,12604620,EPHYU
Sage Rock Capital Management LP,359300,2021-09-29,0.0103,3603779,EPHYU
Context Advisory LLC,268528,2021-09-29,0.0077,2693335,EPHYU
Shaolin Capital Management LLC,257366,2021-09-29,0.0074,2581380,EPHYU
HGC Investment Management Inc.,150000,2021-09-29,0.0043,1504500,EPHYU
"Susquehanna International Group, LLP",130134,2021-09-29,0.0037,1305244,EPHYU
Millennium Management LLC,100002,2021-09-29,0.0029,1003020,EPHYU
HRT Financial LLC,99813,2021-09-29,0.0029,1001124,EPHYU
"Cowen Investment Management, LLC",75000,2021-09-29,0.0021,752250,EPHYU
"Wealthspring Capital ,LLC",69850,2021-09-29,0.002,700595,EPHYU
