Holder,Shares,Date Reported,% Out,Value,ABV
"Toroso Investments, LLC",380000,2021-09-29,0.036699999999999997,3914000,MBTCU
"Basso Capital Management, L.P.",62783,2021-09-29,0.0060999999999999995,646664,MBTCU
Walleye Capital LLC,22261,2021-09-29,0.0022,229288,MBTCU
Millennium Management LLC,21402,2021-09-29,0.0021,220440,MBTCU
"Gabelli Funds, LLC",15800,2021-09-29,0.0015,162740,MBTCU
Walleye Trading LLC,14841,2021-09-29,0.0014000000000000002,152862,MBTCU
"Gabelli & Co. Investment Advisers, Inc.",14200,2021-09-29,0.0014000000000000002,146260,MBTCU
"Allworth Financial, LP",2000,2021-09-29,0.0002,20600,MBTCU
UBS Group AG,1277,2021-09-29,0.0001,13153,MBTCU
"Wolverine Asset Management, LLC",1014,2021-09-29,0.0001,10444,MBTCU
