Holder,Shares,Date Reported,% Out,Value,ABV
"Cadian Capital Management, LLC",2750000,2021-09-29,0.0669,26950000,TCVA
Blackstone Inc,2750000,2021-09-29,0.0669,26950000,TCVA
"Tiger Global Management, LLC",2500000,2021-09-29,0.0608,24500000,TCVA
Adage Capital Partners GP L.L.C.,2000000,2021-09-29,0.0487,19600000,TCVA
"Eminence Capital, LP",1817304,2021-09-29,0.044199999999999996,17809579,TCVA
"Empyrean Capital Partners, LP",1500000,2021-09-29,0.0365,14700000,TCVA
"Vista Equity Partners Management, LLC",1500000,2021-09-29,0.0365,14700000,TCVA
"Franklin Resources, Inc.",1500000,2021-09-29,0.0365,14700000,TCVA
Soroban Capital Partners LP,1430876,2021-09-29,0.0348,14022584,TCVA
Millennium Management LLC,1327169,2021-09-29,0.0323,13006256,TCVA
