Holder,Shares,Date Reported,% Out,Value,ABV
"Castle Creek Arbitrage, LLC",1732500,2021-09-29,0.099,17411625,MEACU
Polar Asset Management Partners Inc.,1732500,2021-09-29,0.099,17411625,MEACU
"Radcliffe Capital Management, L.P.",1099129,2021-09-29,0.06280000000000001,11046246,MEACU
Calamos Advisors LLC,500000,2021-09-29,0.0286,5025000,MEACU
Kepos Capital Lp,400000,2021-09-29,0.0229,4020000,MEACU
Mangrove Partners,400000,2021-09-29,0.0229,4020000,MEACU
Magnetar Financial LLC,315000,2021-09-29,0.018000000000000002,3165750,MEACU
Periscope Capital Inc.,311200,2021-09-29,0.0178,3127560,MEACU
"Highland Capital Management Fund Advisors, L.P.",100172,2021-09-29,0.005699999999999999,1006728,MEACU
"Shaw D.E. & Co., Inc.",92632,2021-09-29,0.0053,930951,MEACU
