Holder,Shares,Date Reported,% Out,Value,ABV
"Cypress Point Wealth Management, LLC",1887509,2021-12-30,0.0363,7870912,BTX
Blackrock Inc.,1786067,2021-09-29,0.034300000000000004,16610423,BTX
"Vanguard Group, Inc. (The)",543839,2021-09-29,0.0104,5057702,BTX
State Street Corporation,499860,2021-09-29,0.0096,4648698,BTX
"Geode Capital Management, LLC",430670,2021-09-29,0.0083,4005231,BTX
Northern Trust Corporation,261226,2021-09-29,0.005,2429401,BTX
Eagle Asset Management Inc,130879,2021-09-29,0.0025,1217174,BTX
Nuveen Asset Management,103916,2021-09-29,0.002,966418,BTX
Bank Of New York Mellon Corporation,84668,2021-09-29,0.0016,787412,BTX
"Charles Schwab Investment Management, Inc.",75336,2021-09-29,0.0014000000000000002,700624,BTX
