Holder,Shares,Date Reported,% Out,Value,ABV
AIGH Capital Management LLC,760000,2021-09-29,0.0721,1672000,NUWE
Bard Associates Inc.,433318,2021-09-29,0.041100000000000005,953299,NUWE
"Vanguard Group, Inc. (The)",227517,2021-09-29,0.0216,500537,NUWE
"CVI Holdings, LLC",210829,2021-09-29,0.02,463823,NUWE
"Renaissance Technologies, LLC",177597,2021-09-29,0.0169,390713,NUWE
"Worth Venture Partners, LLC",174344,2021-09-29,0.0165,383556,NUWE
Kepos Capital Lp,143803,2021-09-29,0.013600000000000001,316366,NUWE
"Geode Capital Management, LLC",43819,2021-09-29,0.0042,96401,NUWE
Virtu Financial LLC,22110,2021-09-29,0.0021,48642,NUWE
Northern Trust Corporation,19643,2021-09-29,0.0019,43214,NUWE
