Holder,Shares,Date Reported,% Out,Value,ABV
Blackrock Inc.,9982709,2021-09-29,0.1551,384733604,SANM
"Vanguard Group, Inc. (The)",6915271,2021-09-29,0.1074,266514544,SANM
Dimensional Fund Advisors LP,4738146,2021-09-29,0.0736,182608146,SANM
Earnest Partners LLC,3858074,2021-09-29,0.0599,148690171,SANM
Barclays PLC,3722868,2021-09-29,0.057800000000000004,143479332,SANM
Lsv Asset Management,2517313,2021-09-29,0.0391,97017243,SANM
State Street Corporation,2320957,2021-09-29,0.0361,89449682,SANM
Fuller & Thaler Asset Management Inc.,1909976,2021-09-29,0.0297,73610475,SANM
DnB Asset Management AS,1543509,2021-09-29,0.024,59486836,SANM
"Geode Capital Management, LLC",1101919,2021-09-29,0.0171,42467958,SANM
