Holder,Shares,Date Reported,% Out,Value,ABV
Blackrock Inc.,4144511,2021-09-29,0.0947,29550363,FF
Dimensional Fund Advisors LP,2361938,2021-09-29,0.054000000000000006,16840617,FF
"Renaissance Technologies, LLC",1972031,2021-09-29,0.0451,14060581,FF
"Vanguard Group, Inc. (The)",1638621,2021-09-29,0.0374,11683367,FF
State Street Corporation,1046360,2021-09-29,0.0239,7460546,FF
Royal Bank of Canada,762292,2021-09-29,0.0174,5435141,FF
Royce & Associates LP,550431,2021-09-29,0.0126,3924573,FF
Bank Of New York Mellon Corporation,503881,2021-09-29,0.0115,3592671,FF
"Geode Capital Management, LLC",450020,2021-09-29,0.0103,3208642,FF
Arosa Capital Management LP,400000,2021-09-29,0.0091,2852000,FF
