Holder,Shares,Date Reported,% Out,Value,ABV
"Edenbrook Capital, LLC",1875962,2021-09-29,0.0913,22849217,HMTV
"Fine Capital Partners, L.P.",1696955,2021-09-29,0.08259999999999999,20668911,HMTV
"WCM Investment Management, LLC",1210418,2021-09-29,0.058899999999999994,14742891,HMTV
Blackrock Inc.,1068943,2021-09-29,0.052000000000000005,13019725,HMTV
"American International Group, Inc.",977008,2021-09-29,0.0475,11899957,HMTV
"Vanguard Group, Inc. (The)",926690,2021-09-29,0.0451,11287084,HMTV
"Renaissance Technologies, LLC",890244,2021-09-29,0.0433,10843171,HMTV
Dimensional Fund Advisors LP,698211,2021-09-29,0.034,8504209,HMTV
Northern Trust Corporation,478647,2021-09-29,0.0233,5829920,HMTV
Wells Fargo & Company,335313,2021-09-29,0.0163,4084112,HMTV
