Holder,Shares,Date Reported,% Out,Value,ABV
Primecap Management Company,101196127,2021-12-30,0.0329,1100001900,ERIC
"Hotchkis & Wiley Capital Management, LLC",27676315,2021-12-30,0.009000000000000001,300841544,ERIC
"Ameriprise Financial, Inc.",11344571,2021-09-29,0.0037,127059195,ERIC
Folketrygdfondet,9203738,2021-12-30,0.003,100044632,ERIC
"Renaissance Technologies, LLC",5896400,2021-12-30,0.0019,64093868,ERIC
Credit Suisse AG,5544682,2021-09-29,0.0018,62100438,ERIC
Parametric Portfolio Associates,4016783,2021-09-29,0.0013,44987969,ERIC
Thrivent Financial For Lutherans,4010583,2021-09-29,0.0013,44918529,ERIC
"Susquehanna International Group, LLP",3963193,2021-09-29,0.0013,44387761,ERIC
"FMR, LLC",3947799,2021-09-29,0.0013,44215348,ERIC
