Holder,Shares,Date Reported,% Out,Value,ABV
"FMR, LLC",14411189,2021-09-29,0.0754,1872157562,FNV
Massachusetts Financial Services Co.,9199440,2021-09-29,0.0481,1195099250,FNV
Van Eck Associates Corporation,8510499,2021-09-29,0.044500000000000005,1105598925,FNV
FIL LTD,7702748,2021-09-29,0.0403,1000663992,FNV
Bank of Montreal/Can/,6621411,2021-09-29,0.0346,860187503,FNV
"Vanguard Group, Inc. (The)",6094495,2021-09-29,0.0319,791735845,FNV
Price (T.Rowe) Associates Inc,5056990,2021-09-29,0.0264,656953570,FNV
"Renaissance Technologies, LLC",4518490,2021-09-29,0.0236,586997035,FNV
Royal Bank of Canada,4180637,2021-09-29,0.0219,543106552,FNV
Capital World Investors,4091024,2021-09-29,0.021400000000000002,531464927,FNV
