Holder,Shares,Date Reported,% Out,Value,ABV
Capital International Investors,32297490,2021-09-29,0.0971,3031119436,LYB
"Vanguard Group, Inc. (The)",26230846,2021-09-29,0.0788,2461764897,LYB
Capital World Investors,22989642,2021-09-29,0.0691,2157577901,LYB
Blackrock Inc.,20706901,2021-09-29,0.0622,1943342658,LYB
State Street Corporation,11770552,2021-09-29,0.0354,1104666305,LYB
"Wellington Management Group, LLP",8182031,2021-09-29,0.0246,767883609,LYB
"Geode Capital Management, LLC",4919547,2021-09-29,0.0148,461699485,LYB
Morgan Stanley,4188596,2021-09-29,0.0126,393099734,LYB
AustralianSuper Pty Ltd,4156988,2021-09-29,0.0125,390133323,LYB
Dimensional Fund Advisors LP,3518259,2021-09-29,0.0106,330188607,LYB
