Date,Firm,To Grade,From Grade,Action,ABV
2021-09-27,Jefferies,Hold,,init,OPAD
2021-10-14,JMP Securities,Market Outperform,,init,OPAD
2021-11-17,JP Morgan,Overweight,,init,OPAD
2021-12-21,Cantor Fitzgerald,Overweight,,init,OPAD
2022-01-11,Berenberg,Buy,,init,OPAD
