Date,Firm,To Grade,From Grade,Action,ABV
2021-04-06,Keybanc,Overweight,,init,HAYW
2021-04-06,Goldman Sachs,Buy,,init,HAYW
2021-04-06,Baird,Outperform,,init,HAYW
2021-04-06,Morgan Stanley,Equal-Weight,,init,HAYW
2021-04-06,B of A Securities,Buy,,init,HAYW
2021-04-06,Jefferies,Buy,,init,HAYW
2021-04-06,William Blair,Outperform,,init,HAYW
2021-04-06,Wolfe Research,Outperform,,init,HAYW
2021-05-06,Keybanc,Overweight,,main,HAYW
2021-06-08,Keybanc,Overweight,,main,HAYW
2021-06-09,BMO Capital,Market Perform,,init,HAYW
2021-08-03,Morgan Stanley,Equal-Weight,,main,HAYW
2021-12-20,Jefferies,Hold,Buy,down,HAYW
