Date,Firm,To Grade,From Grade,Action,ABV
2013-04-12,Sidoti & Co.,Neutral,,init,BLDP
2014-02-26,Sidoti & Co.,Buy,Neutral,up,BLDP
2014-02-27,Byron Capital Markets,Hold,Buy,down,BLDP
2014-03-11,Lake Street,Hold,Buy,down,BLDP
2014-06-18,Jennings Capital,Buy,,init,BLDP
2014-09-16,Sidoti & Co.,Buy,Neutral,up,BLDP
2014-10-30,Jennings Capital,Hold,,down,BLDP
2014-11-04,Roth Capital,Buy,,init,BLDP
2015-02-12,Lake Street,Buy,Hold,up,BLDP
2015-02-26,Sidoti & Co.,Neutral,Buy,down,BLDP
2015-07-14,H.C. Wainwright,Buy,,init,BLDP
2016-07-28,FBR Capital,Outperform,Market Perform,up,BLDP
2017-09-18,FBR Capital,Buy,,main,BLDP
2019-07-01,Roth Capital,Sell,Neutral,down,BLDP
2019-11-01,H.C. Wainwright,Neutral,Buy,down,BLDP
2020-03-10,H.C. Wainwright,Buy,Neutral,up,BLDP
2020-06-18,TD Securities,Hold,,init,BLDP
2020-08-24,Bernstein,Outperform,,init,BLDP
2020-11-10,HC Wainwright & Co.,Neutral,Buy,down,BLDP
2021-01-14,National Bank Of Canada,Sector Perform,Outperform,down,BLDP
2021-01-14,TD Securities,Hold,Speculative Buy,down,BLDP
2021-01-19,BMO Capital,Outperform,,init,BLDP
2021-01-20,Citigroup,Buy,,init,BLDP
2021-01-27,Piper Sandler,Neutral,,init,BLDP
2021-02-01,CIBC,Neutral,,init,BLDP
2021-03-30,Northcoast Research,Neutral,,init,BLDP
2021-04-16,B. Riley FBR,Buy,,init,BLDP
2021-04-20,Wells Fargo,Equal-Weight,,init,BLDP
2021-05-05,Roth Capital,Neutral,Buy,down,BLDP
2021-09-01,Wolfe Research,Underperform,,init,BLDP
2021-09-23,Piper Sandler,Neutral,,main,BLDP
2021-10-15,Truist Securities,Hold,,init,BLDP
2021-11-17,Citigroup,Neutral,Buy,down,BLDP
2022-01-05,Keybanc,Sector Weight,,init,BLDP
